"time","tank1.medium.T_degC","tank2.medium.T_degC","tank3.medium.T_degC","tank4.medium.T_degC","tank5.medium.T_degC","tank6.medium.T_degC","T_pumpB_out.T"
460,26.224907754012804,26.21760064826725,26.218154305899645,26.05980081266415,25.730501354825435,25.039373413552482,26.088786215544474
462,26.225359264952715,26.21814098275462,26.218687748653394,26.060258356730458,25.730874733181565,25.039395298860143,26.089159600087896
464,26.225803835305044,26.21867301222329,26.219212992262158,26.060708864193714,25.731242384284144,25.039416838866657,26.08952725726209
466,26.226241569172487,26.219196860935256,26.219730159416883,26.061152442054947,25.731604387530467,25.039438043749612,26.089889266466287
468,26.226672546214957,26.219712622884742,26.220239342923435,26.06158917424949,25.73196080055567,25.039458922021765,26.090245685337266
470,26.227096874891515,26.220220427546735,26.220740670596285,26.0620191712066,25.7323117121652,25.039479479273098,26.09059660268258
472,26.227514653742844,26.220720392176588,26.221234258192624,26.062442534231252,25.73265720043031,25.039499722100174,26.090942096574736
474,26.227926006092787,26.221212665017845,26.2217202520863,26.062859389111907,25.732997374741615,25.03951965200082,26.091282276406105
476,26.228331031807954,26.22169736498398,26.22219876967239,26.0632698384631,25.733332314845427,25.039539275298637,26.09161722192448
478,26.228729813132247,26.222174591327246,26.22266990897066,26.063673958450465,25.73366209128011,25.039558594944253,26.09194700366993
480,26.22912245068659,26.222644464361963,26.223133788769758,26.064071850688208,25.733986787267156,25.03957761575424,26.09227170486554
482,26.22950904296539,26.22310710200844,26.22359052549922,26.064463613684723,25.73430648479456,25.03959634220479,26.09259140750123
484,26.229889686613376,26.223562620290693,26.224040233712287,26.064849343346793,25.734621263580095,25.039614779377132,26.092906191296606
486,26.230264469033102,26.22401112617382,26.224483018986064,26.065229122814856,25.734931189335782,25.03963293738383,26.09321612196743
488,26.230633486043246,26.224452733726423,26.224918993946687,26.065603051880714,25.735236344239922,25.039650818344114,26.093521281692915
490,26.230996809248097,26.224887528105967,26.225348242621465,26.06597121959493,25.73553679054902,25.039668422145894,26.0938217327286
492,26.231354532000807,26.225315621490893,26.22577087575911,26.066333720033583,25.735832604999075,25.039685753818333,26.09411755181219
494,26.23170674186457,26.22573711886622,26.226186996994386,26.066690645935125,25.736123860471082,25.03970281702192,26.094408811825986
496,26.2320535268081,26.226152125553142,26.22659671030152,26.067042077296207,25.736410629234513,25.03971961828421,26.09469558504196
498,26.232394975045338,26.22656074707544,26.227000119859838,26.067388086412905,25.736692983189357,25.03973616586535,26.094977943362665
500,26.232731170290492,26.22696308331757,26.22739732426527,26.067728776084493,25.736970993168768,25.039752459208046,26.095255957621475
502,26.233062190381986,26.22735922598025,26.227788414051417,26.068064235150075,25.737244723941387,25.039768498774777,26.09552969258675
504,26.23338811138609,26.22774926414246,26.228173477187227,26.068394530994453,25.737514236083314,25.03978429073669,26.095799208836468
506,26.23370901166078,26.22813329218735,26.22855260685577,26.068719740385575,25.73777959533726,25.03979983893629,26.09606457211447
508,26.234024968897813,26.22851140417987,26.228925895925897,26.06903993854229,25.738040867301777,25.039815147296224,26.096325848021593
510,26.234336060787825,26.22888369302808,26.229293436129012,26.06935520112262,25.73829811647505,25.039830219842486,26.096583101056865
512,26.23464236502224,26.22925025202659,26.22965531957658,26.069665603638043,25.738551407722355,25.039845060566392,26.09683639608801
514,26.23494395015365,26.229611161953642,26.230011626035832,26.069971225351935,25.738800794519022,25.03985967345585,26.097085786589787
516,26.23524089439485,26.229966516836782,26.2303624483406,26.070272141477687,25.739046342415975,25.03987406249138,26.09733133811494
518,26.235533257976556,26.23031638996639,26.230707858830613,26.070568416715503,25.73928810208264,25.039888229280734,26.097573101334035
520,26.23582111517527,26.230660870317195,26.231047945352827,26.07086012634096,25.739526134817822,25.03990217759707,26.097811137547524
522,26.236104536742857,26.231000042889775,26.231382791824956,26.071147343150017,25.73976049917991,25.039915910693765,26.098045505314417
524,26.236383593122525,26.23133399222769,26.231712481711895,26.071430138085077,25.73999125360075,25.03992943226234,26.098276263067874
526,26.236658353395626,26.23166280085917,26.232037096473675,26.071708573910485,25.740218455955812,25.03994274792916,26.09850346868518
528,26.236928884958445,26.231986549691385,26.232356715987578,26.071982722758946,25.740442161827616,25.039955859623376,26.098727177749083
530,26.23719524284428,26.23230530407494,26.232671404753944,26.072252643718514,25.74066241670795,25.039968767709013,26.098947435752734
532,26.23745749579558,26.23261914642211,26.2329812441306,26.072518406126562,25.740879277625197,25.03998147560327,26.099164299725544
534,26.237715708808594,26.23292815448241,26.233286310868323,26.07278007651945,25.741092798454986,25.03999398588911,26.099377823544273
536,26.2379699460609,26.23323240519329,26.23358668092152,26.073037717446084,25.741303032082612,25.040006303924145,26.09958806009496
538,26.238220271551825,26.233531975313156,26.233882430070196,26.07329139058237,25.74151003117612,25.040018435673517,26.09979506204718
540,26.238466741918558,26.233826932253407,26.23417362486549,26.073541156845124,25.741713842679303,25.040030380918267,26.099998876345467
542,26.238709411107777,26.23411734022733,26.234460328706234,26.073787073083338,25.74191451109874,25.040042140540265,26.10019954749714
544,26.238948341227967,26.234403273510736,26.234742614918616,26.074029202211307,25.742112087762905,25.040053717645208,26.10039712683181
546,26.239183591677886,26.234684803038647,26.23502055353282,26.074267605129705,25.74230662173551,25.040065114600623,26.10059166341398
548,26.239415220812987,26.234961999050654,26.235294213891336,26.07450233504295,25.742498161006495,25.04007633897828,26.10078320523496
550,26.239643287902197,26.235234932395826,26.23556366593931,26.074733451895383,25.742686754506224,25.040087393793044,26.100971801225853
552,26.239867838486873,26.23550365738771,26.235828963304073,26.07496100646705,25.742872440235885,25.040098277319487,26.101157489388413
554,26.24008892810474,26.235768240452842,26.236090171567128,26.07518505531408,25.74305526412337,25.04010899199767,26.101340315651953
556,26.240306611748053,26.236028747361217,26.23634735566094,26.07540565462051,25.74323527166331,25.040119540085186,26.10152032551133
558,26.24052094362588,26.23628524297436,26.236600579621893,26.075622859308453,25.74341250767708,25.040129924198197,26.10169756378923
560,26.240731976974246,26.23653779132127,26.23684990665896,26.0758367164496,25.743587015737205,25.040140152758966,26.1018720740592
562,26.240939764321354,26.236786455110803,26.237095398684517,26.07604728229802,25.74375883947647,25.040150225708942,26.102043899954595
564,26.241144346546832,26.237031283108934,26.237337103844254,26.076254602009556,25.743928012964886,25.04016014179109,26.102213075546388
566,26.24134577649005,26.237272338561922,26.237575084578054,26.076458728703926,25.744094579867408,25.040169903906474,26.102379644500047
568,26.24154410384932,26.23750968091241,26.23780939957254,26.076659713408674,25.744258581328666,25.040179513863052,26.102543647961397
570,26.24173937794859,26.2377433692954,26.238040107208292,26.076857604068152,25.744420057983746,25.040188975869285,26.102705126565695
572,26.24193164779166,26.237973462582374,26.23826726560486,26.077052445987135,25.74457905003004,25.040198296187725,26.102864120512038
574,26.242120957951272,26.238200013946027,26.238490927258397,26.077244287795963,25.744735594594147,25.040207473863063,26.103020666927137
576,26.242307348570023,26.23842307130991,26.238711139480472,26.077433172762596,25.744889725085102,25.040216508494552,26.10317479922122
578,26.24249086750143,26.23864269195775,26.238927958824718,26.077619149151417,25.745041481059786,25.040225402595695,26.10332655695123
580,26.242671560232395,26.238858930300978,26.239141439009302,26.077802263693968,25.745190900188334,25.040234157785733,26.103475977788435
582,26.24284947156758,26.239071840195663,26.23935163320192,26.0779825574146,25.74533801914407,25.040242780251845,26.10362309840707
584,26.24302464674753,26.239281475852692,26.239558594921903,26.078160074985988,25.745482875237542,25.04025127326105,26.103767956118418
586,26.24319712229891,26.239487880789454,26.23976236713139,26.078334857343805,25.74562549899798,25.040259635056998,26.103910581451828
588,26.243366939150462,26.239691103949724,26.239962998150247,26.07850694685709,25.745765924341356,25.04026786683727,26.10405100832446
590,26.2435341399526,26.239891196371275,26.24016053836425,26.07867638697377,25.745904186552423,25.040275970479627,26.104189272021586
592,26.243698766321756,26.240088207840643,26.24035503692511,26.078843220356532,25.746040320084546,25.040283947575006,26.104325406997077
594,26.243860858982714,26.240282187402215,26.24054654225023,26.07900748185051,25.746174358188398,25.040291805787717,26.1044594465028
596,26.24402045893288,26.24047318400136,26.240735102660835,26.079169215507306,25.746306334938538,25.040299544884135,26.10459142461366
598,26.244177597200235,26.24066123455617,26.24092075460527,26.07932845610827,25.746436276190536,25.040307163296518,26.10472136718556
600,26.244332314313,26.240846387584327,26.241103545981957,26.079485244366822,25.746564215437786,25.040314663299625,26.10484930771281
602,26.24448464839719,26.24102868867118,26.241283521795197,26.079639619496618,25.74669018424271,25.04032204619756,26.104975277758342
604,26.24463463734702,26.241208183222568,26.241460726871253,26.07979161871691,25.746814213860546,25.040329314905932,26.10509930857802
606,26.24478231862662,26.24138491631362,26.2416352057092,26.07994127556657,25.746936334980376,25.040336475312927,26.10522143086166
608,26.24492772735431,26.24155892981406,26.241806999645917,26.08008862847322,25.74705657682631,25.04034352649313,26.10534167383406
610,26.2450708935649,26.24173025954468,26.241976144046077,26.080233710412642,25.74717496440286,25.040350467556152,26.1054600624999
612,26.245211854133174,26.241898949644963,26.242142682486076,26.080376558486194,25.747291528183098,25.04035730052516,26.10557662733322
614,26.24535064395178,26.24206504184332,26.242306656162498,26.080517208599588,25.74740629705542,25.04036402657931,26.1056913972227
616,26.245487297449642,26.242228577508342,26.242468105915634,26.080655692542848,25.747519299274074,25.040370650270745,26.105804400423096
618,26.245621849212114,26.242389598129705,26.24262707270526,26.080792043487065,25.74763056330613,25.0403771750195,26.10591566540222
620,26.24575432835428,26.24254813839167,26.242783590773854,26.080926294166773,25.747740113449424,25.04038359927125,26.10602521645859
622,26.24588476515379,26.242704234471205,26.242937695837156,26.08105847652581,25.747847974826243,25.040389923349892,26.106133078714606
624,26.24601319264883,26.242857925907117,26.243089426929544,26.081188624098957,25.747954174758377,25.04039614881566,26.10623927949291
626,26.246139642772903,26.243009250893977,26.243238821758666,26.081316769784337,25.74805873968745,25.040402276734028,26.106343845235415
628,26.24626414676419,26.243158247081908,26.243385917492844,26.081442939950932,25.748161695139345,25.040408313365504,26.10644680146845
630,26.246386736466604,26.243304952520305,26.243530751696255,26.081567168156255,25.748263067524533,25.040414259098668,26.106548174603745
632,26.246507435498927,26.24344939528345,26.243673352086205,26.0816894817371,25.748362876546196,25.0404201120636,26.106647984343795
634,26.246626274914718,26.24359161255228,26.243813755368762,26.081809911849803,25.748461147865157,25.040425874049845,26.106746256350732
636,26.246743283951503,26.24373163928618,26.24395199605766,26.08192848864752,25.748557905683526,25.040431546015554,26.10684301482678
638,26.24685849171516,26.243869510349043,26.244088108571816,26.082045241025128,25.748653174047888,25.04043712986953,26.10693828381892
640,26.246971926840786,26.244005260258575,26.24422212698738,26.082160193359243,25.74874697644708,25.040442630930045,26.10703208681707
642,26.24708361691461,26.24413892188778,26.244354083758992,26.082273376123737,25.748839335796276,25.040448048431642,26.107124446735952
644,26.24719358452495,26.24427052210939,26.244484005417405,26.082384814931686,25.74893027087427,25.040453381326017,26.107215382355776
646,26.24730185804202,26.24440009488768,26.24461192549353,26.082494538250273,25.74901980513056,25.040458631236277,26.107304917125305
648,26.24740846423589,26.244527672224024,26.24473787558071,26.082602573757242,25.7491079607218,25.040463799045312,26.107393073202388
650,26.2475134294927,26.24465328588866,26.244861887043214,26.082708945326374,25.74919475938208,25.04046888790066,26.107479872321562
652,26.247616780172905,26.24477696763546,26.24498399122882,26.082813676569515,25.74928022281557,25.04047390110594,26.107565336187633
654,26.247718539566733,26.244898745007788,26.245104215331764,26.082916795287645,25.749364370292653,25.040478837197554,26.107649484070805
656,26.24781873030014,26.24501864484347,26.24522258584949,26.083018327141588,25.7494472204707,25.04048369569358,26.107732334629134
658,26.2479173779422,26.2451366977229,26.245339132972447,26.08311829812925,25.7495287944634,25.040488477805354,26.107813908976482
660,26.248014507053938,26.245252932944425,26.245453885626205,26.08321673413269,25.749609112542828,25.04049318416463,26.10789422738509
662,26.24811014115602,26.24536737942475,26.245566872355255,26.083313648409955,25.74968819438601,25.040497820996904,26.107973309533463
664,26.24820430474398,26.245480066438006,26.24567812206118,26.08340906604832,25.749766060227728,25.040502389286132,26.10805117565633
666,26.24829701751895,26.245591016251012,26.2457876567409,26.083503019531747,25.74984272531293,25.040506885286334,26.10812784099852
668,26.248388302838123,26.245700256657813,26.24589550383763,26.0835955334025,25.749918208770907,25.040511309928718,26.10820332468927
670,26.248478183576424,26.245807814743046,26.24600169009426,26.083686633016043,25.749992529226176,25.040515663636995,26.10827764535361
672,26.248566682024318,26.245913717303267,26.246106241967425,26.08377633861261,25.75006570519571,25.040519947975156,26.10835082150868
674,26.24865381723663,26.24601799068347,26.246209185445593,26.083864630008804,25.750137755600974,25.04052417430745,26.108422872079473
676,26.248739611797475,26.246120660653617,26.246310545975746,26.083951547397817,25.750208698072413,25.04052833925624,26.108493814695805
678,26.24882408243235,26.24622174720224,26.246410343268337,26.084037133421305,25.750278547026426,25.040532438364664,26.108563663771747
680,26.248907250585205,26.2463212764207,26.24650860307878,26.08412140670538,25.750347320618232,25.040536473531063,26.108632437463825
682,26.248989136446255,26.246419272778155,26.24660534955575,26.08420439225739,25.750415036009542,25.040540444964847,26.108700152933523
684,26.249069760212194,26.246515760594036,26.246700606700017,26.08428610001937,25.750481709291364,25.040544355784334,26.108766826273097
686,26.249149142083354,26.24661076409126,26.246794398416625,26.084366530336126,25.750547355872243,25.04054821096139,26.10883247289337
688,26.24922730097768,26.24670430502539,26.24688674618693,26.084445719687267,25.750611991941753,25.04055200762133,26.108897108982376
690,26.249304255048457,26.246796403364613,26.24697766973469,26.084523697157977,25.750675632080572,25.040555743791344,26.108960749120115
692,26.249380024099594,26.246887082656656,26.247067192302836,26.084600482290114,25.750738292514427,25.040559420469947,26.10902340953237
694,26.249454627418174,26.24697636532852,26.247155336031994,26.0846760976155,25.75079998895336,25.040563037724553,26.109085105929296
696,26.24952808223162,26.247064273658964,26.247242122925798,26.084750538250944,25.75086073498977,25.0405666021515,26.10914585190585
698,26.24960040724335,26.24715083003258,26.24732757508633,26.084823818953453,25.75092054573355,25.04057011566948,26.10920566257289
700,26.24967161810133,26.24723605236528,26.24741171021634,26.08489597463955,25.750979435050624,25.040573573949416,26.109264551794467
702,26.24974173206914,26.247319961174696,26.247494548580505,26.084967026138486,25.75103741735728,25.04057697686352,26.109322533986415
704,26.249810766824623,26.247402577508808,26.2475761109651,26.085036992644916,25.751094507273535,25.04058032484369,26.109379623769655
706,26.249878739648523,26.247483921977903,26.24765641772541,26.085105893219463,25.75115071913666,25.040583618250878,26.109435835481236
708,26.249945666115025,26.247564014751617,26.247735488765272,26.085173711656182,25.751206064294195,25.040586866628985,26.109491180471878
710,26.2500115635915,26.247642876034945,26.247813344042754,26.08524047825489,25.751260557702892,25.040590067297956,26.10954567369788
712,26.250076445370098,26.247720521154577,26.247889998681615,26.085306223531063,25.75131421135137,25.040593216498166,26.109599327145816
714,26.250140328120267,26.247796970178854,26.247965472498038,26.085370962403942,25.75136703892605,25.040596315566233,26.109652154502896
716,26.250203227648115,26.24787224196365,26.248039784108016,26.0854347137809,25.751419053679058,25.040599364535467,26.10970416902137
718,26.250265159292724,26.247946355261718,26.248112952026588,26.085497486438783,25.751470268010564,25.040602365978827,26.109755383102083
720,26.250326137697073,26.24801932867325,26.24818499461645,26.085559274023524,25.75152069304778,25.04060532626255,26.109805807874636
722,26.250386177786197,26.24809117938338,26.248255928842184,26.085620106200338,25.751570341848435,25.040608242223186,26.10985545639562
724,26.250445292553707,26.24816192227587,26.248325769391784,26.08568000864642,25.751619225738466,25.040611111061878,26.109904339989725
726,26.250503497128022,26.248231575566876,26.248394534248916,26.08573899548486,25.75166735720194,25.040613933844895,26.10995247114181
728,26.250560806008764,26.248300156491553,26.248462240427045,26.085797084240255,25.751714748382426,25.040616710500956,26.10999986199522
730,26.250617232715683,26.24836768210838,26.248528904767056,26.085854271853066,25.75176140971024,25.040619446332528,26.110046522981975
732,26.250672791195427,26.24843416955349,26.248594544185096,26.085910564235462,25.751807352361936,25.040622144299675,26.110092465279706
734,26.250727494036198,26.24849963299681,26.248659172668965,26.08596599075514,25.751852587485075,25.040624800394937,26.110137700034784
736,26.250781354116782,26.248564087538227,26.248722805124714,26.08602057013269,25.751897125980292,25.04062741366255,26.11018223814733
738,26.250834385057658,26.248627549456785,26.248785457622205,26.08607431666502,25.751940979140898,25.04062998462615,26.110226090910942
740,26.250886600158708,26.2486900345221,26.248847145729712,26.086127246557623,25.75198415809092,25.04063251317126,26.110269269449418
742,26.250938011104324,26.248751558239462,26.248907884752782,26.086179343215292,25.752026671240458,25.04063500786384,26.11031178217604
744,26.25098863136094,26.2488121362681,26.248967690150323,26.086230628804003,25.75206853010701,25.040637466970054,26.1103536406074
746,26.25103847138024,26.248871780240563,26.249026573407093,26.086281130735472,25.75210974408577,25.04063988629713,26.110394854137724
748,26.251087543915276,26.248930505509236,26.24908454967948,26.086330860265946,25.752150323653893,25.040642266940893,26.110435433244106
750,26.25113586114236,26.248988326509618,26.249141633217903,26.086379832417208,25.752190279005674,25.040644608751506,26.110475388120904
752,26.251183434920392,26.249045257624573,26.249197838221164,26.086428055501585,25.75222961978244,25.040646913346052,26.110514728409953
754,26.25123027617593,26.24910131308087,26.24925317873391,26.086475518121176,25.752268354004343,25.040649187533006,26.110553462133794
756,26.251276396739684,26.2491565063753,26.24930766808035,26.08652224500821,25.75230649203087,25.040651428314334,26.11059159965083
758,26.251321806533667,26.24921084869203,26.249361317303794,26.086568259012722,25.7523440426325,25.04065363253045,26.110629149730755
760,26.251366517205895,26.24926435403887,26.24941414023266,26.086613570560473,25.75238101538099,25.040655801129617,26.110666121945314
762,26.251410539920983,26.249317035631805,26.249466149914554,26.086658193561505,25.752417419623214,25.040657933908335,26.110702525641386
764,26.25145388507366,26.24936890656778,26.24951735927874,26.086702126051534,25.752453263394784,25.040660034940117,26.110738368856005
766,26.25149656310981,26.24941997995137,26.249567781262215,26.086745367121182,25.75248855481817,25.040662108014374,26.11077365971306
768,26.251538584100047,26.249470267059394,26.24961742699901,26.0867879417454,25.752523302879524,25.040664149382962,26.110808407197055
770,26.25157995772389,26.249519779089894,26.2496663075446,26.086829867179233,25.752557515913793,25.040666157371504,26.11084261964305
772,26.251620694503288,26.249568528639827,26.24971443533485,26.086871153960544,25.75259120261495,25.04066813252001,26.110876305744455
774,26.25166080466039,26.24961652780786,26.249761822314724,26.086911815014048,25.752624371549075,25.040670074580873,26.110909474067626
776,26.25170029712791,26.249663788499277,26.24980848023739,26.086951836279297,25.75265702907126,25.04067199071784,26.110942130970102
778,26.251739182121298,26.24971032281252,26.24985442104679,26.08699123053492,25.752689183735868,25.040673880723887,26.11097428500591
780,26.2517774684257,26.249756141404248,26.249899655255092,26.087030031680968,25.75272084490001,25.040675738655693,26.111005945530792
782,26.251815165756,26.249801254669762,26.249944193130148,26.087068240407177,25.752752018749504,25.040677567334285,26.11103711873028
784,26.25185228356446,26.24984567311259,26.249988045044745,26.08710586339447,25.75278271217161,25.040679367914265,26.111067811492603
786,26.251888830371684,26.249889407715102,26.250031221849497,26.087142908702674,25.752812933617122,25.040681139840387,26.111098032268387
788,26.251924815306836,26.249932469131352,26.25007373406737,26.087179383776913,25.752842690512978,25.040682883617762,26.111127788485078
790,26.251960247346858,26.24997486809781,26.250115592303416,26.08721529621647,25.75287199054361,25.040684599484337,26.111157087827223
792,26.251995134930496,26.250016614903245,26.250156806717825,26.087250652509226,25.752900840276595,25.040686288885638,26.11118593686291
794,26.252029485472292,26.250057718984237,26.25019738662212,26.08728545702587,25.752929244152085,25.04068795556651,26.111214340032973
796,26.252063307668834,26.250098190970164,26.2502373425138,26.0873197226353,25.75295721049696,25.04068959797729,26.111242305664177
798,26.25209660856416,26.250138040087734,26.250276683491222,26.08735346710688,25.752984746347636,25.04069121396509,26.111269840792374
800,26.25212939641864,26.250177275649378,26.250315418740627,26.08738669527264,25.753011859181413,25.040692802521846,26.11129695289486
802,26.252161679198764,26.250215907059044,26.25035355754477,26.08741941440877,25.75303855523856,25.040694364971785,26.111323648212135
804,26.2521934649032,26.250253943630298,26.25039110910285,26.087451629811255,25.75306483982928,25.040695904813163,26.11134993205468
806,26.25222476148832,26.250291394712406,26.250428082643054,26.087483348700914,25.753090719315594,25.04069742306382,26.111375810785148
808,26.252255576923687,26.250328269644285,26.250464487384704,26.087514577726154,25.753116199746557,25.040698921480214,26.111401290452818
810,26.25228591827687,26.25036457703567,26.250500331823957,26.087545327353098,25.753141287999767,25.040700396528393,26.111426377934436
812,26.25231579332609,26.250400326070974,26.250535625027112,26.087575605038353,25.753165990299692,25.04070184884432,26.111451079454355
814,26.25234520835187,26.250435524402235,26.250570374556503,26.087605417076645,25.753190311726996,25.04070327851133,26.11147540009415
816,26.252374170526252,26.25047018061315,26.250604588887825,26.087634770889565,25.753214258189644,25.040704685465414,26.111499345761786
818,26.25240268709905,26.250504303364494,26.25063827657317,26.087663673928603,25.753237835643915,25.040706069702935,26.111522922413883
820,26.252430765141582,26.2505379011763,26.250671446024683,26.08769213306533,25.75326105002904,25.040707431338035,26.1115461359895
822,26.252458410826705,26.250570982258125,26.250704105335615,26.087720146931304,25.753283908181572,25.04070877377609,26.111568993325932
824,26.25248563130225,26.250603554955376,26.250736262749058,26.08774772566477,25.753306415503346,25.04071009594253,26.111591499824385
826,26.2525124319381,26.25063562555107,26.25076792445958,26.087774881583698,25.753328575852322,25.040711396728682,26.111613659343163
828,26.252538819530116,26.25066720231888,26.25079909863331,26.087801620964854,25.75335039509565,25.04071267657349,26.111635477749417
830,26.25256480050524,26.250698293017365,26.250829792926936,26.087827951647512,25.753371878580936,25.04071393551584,26.11165696039086
832,26.252590381142625,26.250728905349035,26.250860014940884,26.087853876724523,25.753393031553912,25.040715175105618,26.111678112513516
834,26.252615567543955,26.2507590469491,26.250889772208723,26.08787939362611,25.753413859138448,25.04071639869568,26.11169893924199
836,26.252640365643913,26.25078872479395,26.250919071612714,26.08790451472197,25.75343436565771,25.04071760505616,26.11171944489888
838,26.25266478064833,26.250817944962762,26.250947919146427,26.087929250283707,25.753454554218536,25.040718793807457,26.11173963259148
840,26.25268881871574,26.2508467149201,26.25097632217495,26.08795360608366,25.75347442976232,25.04071996570252,26.111759507260842
842,26.252712485718973,26.25087504171603,26.251004287653416,26.087977589241348,25.753493996681357,25.04072112115506,26.111779073299772
844,26.252735788546886,26.250902932444717,26.251031822598918,26.088001207957916,25.753513264631977,25.04072225774422,26.111798340363748
846,26.252758733551502,26.25093039417726,26.251058933996262,26.088024469863,25.753532240490756,25.040723374546303,26.111817315328835
848,26.252781325930926,26.250957432887105,26.251085627760233,26.08804737467932,25.753550926509263,25.040724473589023,26.111836000446942
850,26.252803571463858,26.250984054999833,26.251111910249108,26.088069925469938,25.753569327394132,25.04072555539011,26.1118544004255
852,26.252825476132386,26.251010267262302,26.251137788130734,26.088092127506286,25.753587448501833,25.04072661998015,26.111872520620068
854,26.252847045821284,26.251036076267667,26.25116326792505,26.08811398500478,25.753605294878355,25.04072766762232,26.111890366077205
856,26.252868281800545,26.251061488243124,26.251188355759894,26.088135488542832,25.75362286097146,25.04072870346107,26.11190793124854
858,26.252889190827148,26.2510865097467,26.251213058124392,26.088156646521668,25.753640154208085,25.04072972646196,26.11192522355998
860,26.252909776434024,26.25111114530165,26.25123737944358,26.088177485258086,25.75365718105678,25.040730732586496,26.111942249477693
862,26.252930043498452,26.25113540125352,26.251261325982966,26.088198008575716,25.753673944856985,25.04073172255943,26.111959012341913
864,26.25294999655506,26.25115928349379,26.251284903549447,26.088218225876915,25.753690449709836,25.04073269592749,26.111975516253096
866,26.252969640777053,26.25118279791758,26.251308117959923,26.08823814084036,25.753706699611882,25.04073365301673,26.111991765208074
868,26.252988982873774,26.251205950431142,26.251330975055623,26.088257743366,25.753722698307513,25.0407345960287,26.112007762952658
870,26.253008027248313,26.251228746590243,26.251353480321598,26.08827704766503,25.753738450040885,25.04073552347228,26.112023513730094
872,26.253026779854792,26.251251191321387,26.25137563865536,26.088296060983396,25.753753959033986,25.04073643406963,26.112039021761632
874,26.25304524587267,26.251273290397478,26.25139745575683,26.088314788270566,25.753769229326224,25.040737327833597,26.112054291087077
876,26.25306343070116,26.251295049351427,26.251418937098208,26.088333235128914,25.7537842650093,25.04073820441016,26.11206932579813
878,26.253081337120022,26.251316473659642,26.251440088088486,26.088351391310937,25.753799069381387,25.04073906866205,26.112084129193818
880,26.253098968405368,26.251337568809674,26.251460914148595,26.08836924957194,25.75381364589117,25.040739924463253,26.112098704724076
882,26.253116328757244,26.25135833940402,26.251481419818617,26.08838683078062,25.75382799824314,25.04074076739954,26.1121130560922
884,26.253133421359337,26.251378790113392,26.251501609703553,26.088404147429344,25.753842129837437,25.040741595717748,26.11212718669742
886,26.253150250246847,26.251398926176023,26.251521488977744,26.08842120346702,25.7538560443449,25.040742409890584,26.112141100211375
888,26.2531668191387,26.2514187526196,26.251541062604417,26.08843800601477,25.753869745336544,25.04074320956437,26.11215480020411
890,26.253183132359766,26.251438274189752,26.25156033525292,26.088454534737423,25.75388323468411,25.040744001163773,26.11216828855038
892,26.25319919359964,26.251457495927582,26.251579311900798,26.08847079809283,25.753896516041152,25.04074478400497,26.11218156890277
894,26.253215006875678,26.251476422017106,26.251597996653516,26.088486823051824,25.753909593630567,25.040745550572126,26.112194645482987
896,26.253230576732278,26.25149505672715,26.251616393725556,26.08850260452806,25.75392247020767,25.04074630542715,26.112207521046344
898,26.25324590750739,26.251513404331206,26.25163450733072,26.088518144655097,25.75393514887179,25.040747050062407,26.112220198691944
900,26.253261002455986,26.25153146948361,26.25165234208231,26.088533447118095,25.753947633045016,25.04074778211367,26.112232681842784
902,26.253275865571197,26.251549256578812,26.25166990232168,26.088548514550723,25.753959925929678,25.040748501843325,26.112244973701422
904,26.25329050065892,26.251566770076977,26.251687192458633,26.088563349852677,25.753972030783586,25.04074920884824,26.112257077525555
906,26.253304911494126,26.251584014224306,26.25170421668855,26.088577956723668,25.753983949897304,25.04074990422356,26.112268995605916
908,26.25331910180313,26.251600992935607,26.251720978873948,26.08859234009998,25.753995684064705,25.040750591382164,26.11228072873564
910,26.253333074707996,26.251617710499033,26.251737483255795,26.088606502210894,25.75400723716615,25.040751268660813,26.112292280795714
912,26.253346832378895,26.2516341705919,26.251753733466842,26.088620445846857,25.754018612156358,25.040751935442643,26.112303654741027
914,26.253360378366835,26.251650377436988,26.251769733680305,26.088634174355263,25.754029811688554,25.040752592162164,26.112314853224916
916,26.25337371581753,26.251666335096786,26.251785487910354,26.088647690919686,25.754040838504636,25.040753238944774,26.11232587898928
918,26.25338684799334,26.251682047462566,26.25180099999119,26.088660998251896,25.754051695478154,25.040753876996916,26.112336734907842
920,26.25339977810728,26.251697518497565,26.25181627383273,26.088674099261823,25.75406238542729,25.04075450707097,26.11234742379827
922,26.25341250891978,26.25171275147335,26.251831312656293,26.08868699812848,25.75407291079972,25.040755127588625,26.11235794810915
924,26.253425043348727,26.251727749847248,26.251846119867025,26.088699698565335,25.754083274178527,25.040755737861957,26.112368310422994
926,26.253437384465258,26.25174251739344,26.251860699187034,26.088712203892158,25.754093478262632,25.04075633787312,26.112378513439012
928,26.253449535275138,26.251757057751377,26.251875054204277,26.088724517596518,25.75410352570151,25.040756927318796,26.112388559806845
930,26.25346149835076,26.25177137352506,26.251889187507288,26.088736639981164,25.75411341844989,25.040757508296394,26.11239845148077
932,26.25347327676542,26.251785468514697,26.251903102838412,26.088748575027296,25.754123159265134,25.04075808013016,26.112408191218606
934,26.25348487345201,26.251799346185237,26.25191680361678,26.08876032568577,25.75413275067973,25.040758642921958,26.11241778155255
936,26.253496291330578,26.25181300997093,26.251930293232533,26.088771894813988,25.754142195205702,25.040759196843,26.112427224994462
