"time","tank1.medium.T_degC","tank2.medium.T_degC","tank3.medium.T_degC","T_pumpB_out.T"
808,26.252509088278373,26.251435588599918,25.468319074433396,25.826697570718352
810,26.252515937388637,26.251443143456584,25.46832277063578,25.826701266994746
812,26.252522652021923,26.25145055033471,25.468326394164762,25.826704890596147
814,26.252529234931615,26.25145781230293,25.4683299464819,25.82670844298417
816,26.252535688832666,26.251464932389183,25.468333429026814,25.826711925598488
818,26.252542014152198,26.251471910235466,25.46833684227971,25.82671533891937
820,26.25254821354787,26.25147874881344,25.4683401876444,25.826718684351306
822,26.252554290704836,26.251485452635563,25.46834346694817,25.826721963720615
824,26.25256024805168,26.251492024358924,25.468346681488413,25.826725178325205
826,26.252566087977414,26.25149846659457,25.46834983254206,25.826728329441835
828,26.252571812834333,26.25150478190909,25.468352921364897,25.826731418326403
830,26.252577424938693,26.251510972826793,25.46835594919372,25.826734446215823
832,26.25258292657287,26.251517041831164,25.468358917246803,25.826737414327965
834,26.25258831998684,26.2515229913667,25.468361826724333,25.826740323863532
836,26.252593607400456,26.251528823840147,25.468364678810133,25.826743176006403
838,26.25259879100389,26.251534541623016,25.46836747467222,25.82674597192431
840,26.252603872960833,26.251540147052822,25.468370215463835,25.826748712770325
842,26.252608855408937,26.25154564243502,25.468372902323893,25.82675139968387
844,26.25261374046198,26.251551030044595,25.46837553637812,25.82675403379085
846,26.25261853021169,26.251556312128002,25.468378118740873,25.82675661620482
848,26.252623223020294,26.251561488038817,25.46838064917796,25.826759146692382
850,26.252627822101488,26.25156656086864,25.468383129200504,25.82676162676421
852,26.252632330434437,26.251571533517733,25.46838556023107,25.826764057843263
854,26.25263674982756,26.251576407971754,25.46838794326851,25.82676644092828
856,26.252641082060507,26.25158118618498,25.468390279297807,25.826768777004304
858,26.252645328885194,26.251585870081215,25.468392569292348,25.826771067044433
860,26.252649492027274,26.251590461555736,25.468394814213468,25.826773312010516
862,26.252653573187274,26.25159496247619,25.468397015012158,25.82677551285326
864,26.252657574041734,26.251599374683963,25.46839917262929,25.82677767051348
866,26.252661496244116,26.2516037,25.4684012879963,25.82677978592295
868,26.252665341426848,26.251607940205815,25.468403362036327,25.826781860004985
870,26.25266911120201,26.251612097084774,25.468405395664888,25.82678389367453
872,26.252672807162014,26.25161617238399,25.468407389790116,25.82678588784006
874,26.25267643088199,26.251620167834915,25.468409345314228,25.826787843403963
876,26.252679983920473,26.251624085151377,25.468411263133873,25.826789761262717
878,26.252683467466625,26.251627926368258,25.46841314241709,25.826791640583792
880,26.252686882787486,26.251631692449166,25.46841498475561,25.826793482959545
882,26.252690231236727,26.251635384796202,25.468416791104858,25.826795289345228
884,26.25269351410924,26.25163900485262,25.468418562171166,25.826797060447348
886,26.252696732663992,26.251642554022453,25.468420298641433,25.82679879695263
888,26.252699888123345,26.25164603367142,25.46842200118334,25.8268004995291
890,26.252702981674304,26.25164944512568,25.468423670445475,25.826802168825054
892,26.252706014467492,26.25165278967353,25.468425307056748,25.826803805469126
894,26.252708987617495,26.251656068563705,25.468426911626636,25.826805410071586
896,26.25271190220309,26.25165928300629,25.46842848474563,25.82680698322247
898,26.25271475926678,26.251662434172715,25.468430026985004,25.826808525493107
900,26.252717559814926,26.251665523195413,25.468431538896255,25.82681003743494
902,26.25272030481841,26.25166855116828,25.468433021011776,25.8268115195807
904,26.252722995211514,26.251671519146328,25.46843447384498,25.826812972443008
906,26.2527256318927,26.251674428145463,25.46843589788915,25.826814396516056
908,26.25272822501887,26.251677288222538,25.468437298004176,25.82681579665956
910,26.252730768563595,26.251680093621474,25.468438671411775,25.826817170095183
912,26.25273326341818,26.251682845341122,25.468440018595345,25.826818517306265
914,26.25273571059023,26.25168554448902,25.46844134009092,25.82681983882867
916,26.252738111060864,26.251688192144627,25.46844263641964,25.826821135183764
918,26.252740465785962,26.251690789358065,25.468443908088318,25.826822406878364
920,26.252742775695822,26.25169333715104,25.46844515558911,25.826823654404507
922,26.252745041693686,26.25169583651615,25.468446379400064,25.826824878240473
924,26.252747264658353,26.251698288417117,25.468447579984,25.826826078849024
926,26.252749445442248,26.251700693789132,25.46844875778976,25.82682725667894
928,26.252751584871646,26.251703053538165,25.46844991325196,25.826828412164843
930,26.25275368374747,26.251705368541764,25.468451046789994,25.8268295457259
932,26.252755742844727,26.251707639648032,25.46845215880893,25.826830657767744
934,26.25275776291204,26.251709867676652,25.468453249699735,25.82683174868089
936,26.252759744673142,26.251712053418316,25.468454319838486,25.82683281884158
938,26.252761688825274,26.251714197635067,25.468455369586707,25.826833868611402
940,26.252763596040097,26.251716301060185,25.468456399291597,25.826834898337438
942,26.252765466963353,26.251718364397505,25.46845740928603,25.82683590835245
944,26.25276730221509,26.251720388322326,25.468458399887766,25.826836898974534
946,26.25276910238898,26.25172237348164,25.468459371400456,25.826837870507234
948,26.252770868053915,26.251724320492997,25.468460324113323,25.82683882323977
950,26.252772599752063,26.25172622994495,25.468461258300806,25.826839757446578
952,26.25277429800002,26.251728102397635,25.468462174223248,25.82684067338778
954,26.252775963288798,26.25172993838254,25.468463072125985,25.826841571308876
956,26.252777596083035,26.251731738401475,25.4684639522398,25.826842451441053
958,26.252779196822132,26.25173350292829,25.468464814781726,25.826843314000712
960,26.252780765919454,26.251735232407384,25.468465659953438,25.826844159189704
962,26.252782303762217,26.25173692725474,25.468466487942294,25.82684498719584
964,26.252783810712174,26.25173858785712,25.46846729892178,25.826845798191925
966,26.25278529052872,26.251740218684574,25.468468095450532,25.826846594737276
968,26.2527867531158,26.251741831589868,25.46846888440092,25.826847383703694
970,26.252788188087663,26.251743414058012,25.468469658419565,25.826848157738482
972,26.252789595861316,26.251744966550575,25.468470417732817,25.826848917067423
974,26.252790976832046,26.25174648950582,25.468471162555318,25.826849661905214
976,26.25279233137411,26.251747983339158,25.468471893090225,25.826850392455412
978,26.25279365984028,26.251749448442013,25.468472609529783,25.826851108909636
980,26.252794962562064,26.251750885182503,25.4684733120543,25.82685181144859
982,26.252796239849715,26.251752293905326,25.468474000833396,25.826852500241955
984,26.252797491992112,26.251753674931763,25.468474676024755,25.826853175447184
986,26.25279871925642,26.25175502855967,25.468475337775033,25.826853837211104
988,26.25279992188922,26.251756355063264,25.468475986219175,25.826854485668605
990,26.252801100115505,26.25175765469379,25.468476621481216,25.826855120943833
992,26.252802254138544,26.25175892767885,25.468477243673817,25.826855743149224
994,26.25280338414035,26.251760174222056,25.46847785289782,25.826856352385676
996,26.252804490282244,26.251761394504285,25.468478449243037,25.826856948743284
998,26.25280557270372,26.251762588682993,25.46847903278814,25.826857532300323
1000,26.252806631522787,26.251763756891762,25.46847960359986,25.826858103123755
1000,26.252806631522787,26.251763756891762,25.46847960359986,25.826858103123755
