"time","tank1.medium.T_degC","tank2.medium.T_degC","tank3.medium.T_degC","tank4.medium.T_degC","tank5.medium.T_degC","tank6.medium.T_degC"
548,26.226987944939367,26.2241452900293,26.224152947749587,26.182244945553123,25.519540146769998,25.43571892402946
550,26.22732192773077,26.22451254002368,26.22451043918494,26.182653262679594,25.519706189306987,25.436479981967807
552,26.227652055467445,26.224875494348623,26.224863765309294,26.183056919765534,25.519870274228822,25.437235083596477
554,26.227978377536317,26.22523420903741,26.225212980218828,26.183455974893775,25.52003242765437,25.437984270866934
556,26.228300942406634,26.225588739086504,26.225558137009614,26.183850485023925,25.52019267523991,25.438727585708932
558,26.228619797628028,26.225939138454635,26.225899287777168,26.1842405059935,25.52035104217879,25.43946507003028
560,26.228934989832453,26.226285460062797,26.22623648361747,26.184626092517135,25.520507553202094,25.440196765717644
562,26.22924656978097,26.226627760762028,26.226569779475938,26.18500730706745,25.520662233943938,25.440922708720393
564,26.229554616518897,26.22696612510441,26.226899257357502,26.18538426236779,25.520815117480822,25.441642900746217
566,26.22985915225439,26.22730058157498,26.227224944537568,26.18575697164755,25.520966221290394,25.442357409007116
568,26.23016022297321,26.22763118192387,26.22754689102004,26.18612549045821,25.521115569072947,25.44306627175439
570,26.23045787394716,26.227957977065728,26.227865146004945,26.18648987358864,25.521263184120414,25.44376952697786
572,26.230752149734656,26.228281017078814,26.228179757890018,26.18685017506624,25.52140908931898,25.44446721240564
574,26.231043094180166,26.2286003512059,26.22849077426855,26.18720644815579,25.521553307146007,25.445159365503685
576,26.23133075041477,26.22891602785313,26.228798241931088,26.187558745360263,25.521695859673002,25.44584602347669
578,26.23161516085571,26.229228094591406,26.22910220686464,26.187907118420355,25.521836768563446,25.44652722326731
580,26.231896367206843,26.229536598154766,26.229402714252558,26.18825161831461,25.521976055073935,25.447203001556147
582,26.2321744104583,26.229841584442227,26.229699808475004,26.188592295259753,25.522113740053726,25.44787339476278
584,26.232449330886595,26.230143098516066,26.22999353310871,26.1889291987099,25.522249843944962,25.448538439044626
586,26.232721168054297,26.23044118460308,26.230283930927328,26.189262377357807,25.522384386782903,25.449198170297052
588,26.232989960810812,26.23073588609367,26.230571043900397,26.189591879133275,25.5225173881949,25.44985262415429
590,26.23325574729182,26.231027245542634,26.230854913194605,26.18991775120429,25.52264886740153,25.450501835988064
592,26.23351856491894,26.231315304668726,26.231135579173326,26.19024003997737,25.52277884321626,25.451145840908964
594,26.233778450400735,26.231600104354413,26.23141308139617,26.19055879109561,25.5229073340451,25.451784673765758
596,26.234035439731827,26.231881684646567,26.231687458619206,26.190874049441106,25.523034357886957,25.452418369144937
598,26.234289580824736,26.232160110702637,26.231958773382814,26.191185825401192,25.523159947093347,25.453047027660716
600,26.234540907302573,26.232435418957436,26.232227060997786,26.191494164855555,25.523284117745277,25.45367067841977
602,26.234789446896286,26.2327076343733,26.232492345893263,26.19179912674946,25.523406879465767,25.45428932309352
604,26.235035233354722,26.232976794902868,26.232754664796346,26.192100751291207,25.52352824933604,25.454902998415434
606,26.23527829974074,26.23324293772049,26.233014053685395,26.192399077852144,25.523648244062713,25.45551174100291
608,26.235518678431674,26.233506099221188,26.233270547789118,26.192694144967675,25.523766879977472,25.456115587358624
610,26.235756401118522,26.23376631502157,26.233524181587484,26.19298599033624,25.52388417303763,25.456714573868965
612,26.235991498807095,26.2340236199596,26.23377498881115,26.193274650819887,25.524000138825897,25.45730873680526
614,26.236224001817448,26.23427804809438,26.234023002441347,26.193560162444157,25.52411479255005,25.457898112323335
616,26.23645393978319,26.23452963270637,26.234268254711026,26.19384256039774,25.524228149043267,25.45848273646351
618,26.236681341652968,26.23477840629704,26.234510777102912,26.194121879033162,25.52434022276458,25.459062645150482
620,26.236906235689332,26.23502440058968,26.23475060035122,26.19439815186621,25.52445102779774,25.459637874193447
622,26.23712864946873,26.235267646528143,26.23498775444108,26.19467141157594,25.524560577852355,25.46020845928632
624,26.237348609882645,26.235508174278323,26.235222268608197,26.194941690005237,25.524668886263214,25.46077443600751
626,26.23756615438714,26.23574602631203,26.235454183766535,26.195209032372475,25.524775975139107,25.461335835709576
628,26.237781419001237,26.23598135975209,26.235683649707937,26.19547360842938,25.524881946918583,25.46189265337358
630,26.23799433908306,26.23621409836454,26.235910594588802,26.1957353344838,25.524986741055443,25.462444956917295
632,26.23820494219143,26.236444273166796,26.236135048416088,26.19599424334109,25.525090372159013,25.462992780211437
634,26.238413255344938,26.236671914567353,26.23635704060797,26.196250367153596,25.525192854583167,25.46353615695722
636,26.23861930502227,26.23689705236478,26.23657659999452,26.196503737420983,25.52529420242496,25.464075120687824
638,26.23882311716153,26.23711971574795,26.23679375481737,26.19675438499013,25.52539442952542,25.464609704767838
640,26.239024717160135,26.237339933296823,26.23700853272959,26.19700234005535,25.525493549468877,25.465139942392568
642,26.23922412987639,26.2375577329812,26.23722096079581,26.19724763215794,25.525591575583633,25.465665866589177
644,26.23942137962723,26.237773142162098,26.237431065492558,26.197490290186522,25.525688520941742,25.466187510216116
646,26.239616490189803,26.237986187590366,26.23763887270769,26.197730342377042,25.525784398359008,25.46670490596324
648,26.23980948480113,26.23819689540761,26.23784440774017,26.19796781631254,25.52587922039453,25.46721808635158
650,26.2400003861581,26.238405291146307,26.238047695301532,26.198202738923612,25.52597299935104,25.46772708373345
652,26.24018921832618,26.238611401833907,26.2382487615443,26.19843513892266,25.526065747899736,25.46823193020697
654,26.24037610338479,26.238815362532307,26.23844773679906,26.198665170016795,25.52615751066395,25.468732653263885
656,26.240560987595302,26.239017114471096,26.238644564480808,26.198892761795662,25.526248274726697,25.469229288119266
658,26.240743894573313,26.239216684139535,26.23883927022092,26.19911794250544,25.52633805237275,25.469721866312227
660,26.240924847527992,26.23941409756543,26.239031879204788,26.199340739910156,25.526426855673606,25.470210419207262
662,26.24110386926253,26.239609380314903,26.239222416171913,26.19956118129261,25.526514696488732,25.470694977994242
664,26.24128098217392,26.239802557491828,26.239410905416037,26.19977929345322,25.526601586464892,25.471175573688413
666,26.24145620825294,26.23999365373919,26.239597370785248,26.199995102710716,25.526687537036253,25.471652237129945
668,26.24162956908407,26.240182693237728,26.2397818356813,26.200208634901912,25.526772559424955,25.47212499898484
670,26.241801085845793,26.240369699706832,26.239964323060065,26.200419915382383,25.526856664639865,25.47259388974402
672,26.241970779310407,26.240554696403763,26.240144855431993,26.20062896902533,25.526939863478162,25.4730589397239
674,26.24213866984377,26.24073770612455,26.240323454861198,26.200835820222153,25.527022166523977,25.473520179066384
676,26.24230477740599,26.240918751203083,26.24050014296614,26.201040492882782,25.527103584149188,25.473977637738074
678,26.24246912155087,26.24109785351203,26.24067494091895,26.20124301043512,25.527184126513077,25.47443134553174
680,26.24263175924085,26.241275069949268,26.240847904675263,26.201443484927665,25.527263795982833,25.474881276273038
682,26.242792684291828,26.241450398072686,26.241019031295025,26.201641880093973,25.5273426072892,25.47532749617909
684,26.242951914431217,26.241623857799425,26.241188340046676,26.20183821648385,25.52742057007532,25.475770035415906
686,26.243109471992,26.24179547365253,26.241355854802634,26.202032519249713,25.527497695425666,25.476208921751606
688,26.243265390196655,26.241965281640603,26.241521610919733,26.202224814847398,25.527574001761707,25.4766441852135
690,26.243419682401566,26.242133296708232,26.24168562273468,26.20241512654087,25.52764949414137,25.477075851180928
692,26.2435723692451,26.24229954146898,26.24184791225747,26.202603478370577,25.527724182532722,25.477503946482273
694,26.243723471187707,26.242464038307105,26.242008501284488,26.202789894061937,25.527798076790816,25.477928497718665
696,26.243873008511002,26.242626809379374,26.242167411398725,26.202974397026708,25.527871186658388,25.47834953126477
698,26.244021001316867,26.242787876613363,26.242324663970123,26.203157010361508,25.52794352176585,25.478767073267875
700,26.244167469529145,26.242947261708707,26.242480280154894,26.203337756849066,25.528015091630607,25.479181149649037
702,26.244312415558795,26.243104974095274,26.242634268266272,26.203516645658,25.528085905372507,25.479591799379875
704,26.24445586023154,26.243261035891067,26.24278664995171,26.20369369990823,25.528155972304774,25.47999904696286
706,26.24459782448895,26.243415469190097,26.242937446860935,26.203868942632482,25.528225301632745,25.48040291644662
708,26.244738324645425,26.243568292768202,26.243086677188955,26.2040423931349,25.528293902376447,25.48080343506132
710,26.244877376613374,26.243719525017184,26.24323435875425,26.204214070234627,25.528361783439152,25.481200629980833
712,26.24501499590309,26.243869183946288,26.243380509000247,26.20438399226549,25.52842895360817,25.481594528323228
714,26.245151197623557,26.24401728718118,26.243525144994635,26.204552177075414,25.52849542155485,25.481985157149836
716,26.245285999619057,26.24416385378919,26.24366828510864,26.204718647703714,25.52856119482675,25.482372540694712
718,26.245419423857413,26.24430890508637,26.24380994976076,26.204883434892338,25.52862627940334,25.482756699137042
720,26.24555147991356,26.244452455031194,26.24395015257386,26.205046547200766,25.52869068499666,25.483137663194668
722,26.24568218262715,26.244594520494218,26.24408890982926,26.205208002956226,25.528754419383233,25.48351545852273
724,26.24581154654726,26.244735118028018,26.244226237491546,26.205367820201275,25.52881749018792,25.483890110622212
726,26.24593958593192,26.24487426386571,26.244362151209145,26.20552601669391,25.528879904884036,25.484261644839705
728,26.246066314748475,26.245011973922317,26.244496666314433,26.20568260990757,25.528941670792676,25.484630086367645
730,26.24619174667356,26.24514826379408,26.244629797822938,26.205837617030568,25.529002795083272,25.484995460244647
732,26.246315905901213,26.24528315549361,26.244761567713283,26.205991062483406,25.5290632897283,25.485357788257772
734,26.24643880240427,26.245416662034074,26.24489198826558,26.206142960714317,25.529123160162214,25.48571709603192
736,26.246560448705566,26.245548797879962,26.24502107335792,26.206293327861943,25.529182412969988,25.486073408223263
738,26.24668085868342,26.245679578203465,26.245148837659883,26.206442180926217,25.52924105533924,25.48642674886247
740,26.246800046026294,26.245809017920408,26.24527529559333,26.206589536691638,25.52929909435221,25.486777141796722
742,26.246918024233025,26.245937131690937,26.245400461331258,26.206735411728516,25.52935653698529,25.4871246106905
744,26.24703480661168,26.24606393391963,26.24552434879837,26.20687982239275,25.529413390109823,25.487469179025368
746,26.247150408141977,26.246189441548438,26.245646974723456,26.20702278583923,25.529469660050893,25.487810869184784
748,26.247264844490758,26.24631367258229,26.245768357025952,26.207164319486708,25.529525352820144,25.4881497029383
750,26.247378126631304,26.246436638005946,26.245888505989058,26.207304438085487,25.529580475390105,25.48848570408569
752,26.247490267660453,26.246558352023897,26.2460074354438,26.20744315743201,25.52963503407915,25.48881889510659
754,26.247601280527476,26.246678828647248,26.246125159040787,26.20758049313116,25.52968903509094,25.489149298276573
756,26.247711178033853,26.24679808169452,26.246241690251793,26.20771646059626,25.529742484513065,25.48947693566805
758,26.247819972832474,26.246916124791312,26.246357042368857,26.20785107504895,25.52979538831795,25.48980182914903
760,26.247927677429004,26.247032971370288,26.24647122850405,26.207984351519087,25.5298477523624,25.49012400038481
762,26.24803430142657,26.24714863779269,26.246584263880152,26.208116301161283,25.52989958734264,25.490443476091798
764,26.248139858215893,26.247263135767014,26.24669616026796,26.20824694020206,25.529950896758862,25.490760275273203
766,26.248244359726016,26.24737647829653,26.246806930351397,26.208376282919915,25.5300016863593,25.491074419234735
768,26.248347817559136,26.24748867839554,26.246916586782902,26.208504343161792,25.530051962098526,25.491385929420687
770,26.248450243146124,26.24759974891134,26.24702514205518,26.208631134551922,25.530101729857563,25.491694827115055
772,26.248551647747092,26.247709702524105,26.247132608500067,26.208756670492846,25.530150995442625,25.49200113344233
774,26.248652042451738,26.247818551747116,26.247238998288992,26.208880964164507,25.53019976458546,25.49230486936682
776,26.24875143817809,26.24792630892688,26.247344323432515,26.20900402852459,25.530248042944038,25.492606055692534
778,26.24884984567433,26.248032986242663,26.24744859578078,26.209125876308974,25.530295836101175,25.492904713063524
780,26.248947275516855,26.24813859570719,26.24755182702353,26.209246520030604,25.530343149565795,25.493200861963885
782,26.249043738111652,26.248243149165603,26.247654028689738,26.20936597198073,25.53038998877247,25.49349452271764
784,26.249139243693946,26.248346658296498,26.247755212148206,26.20948424422835,25.53043635908108,25.49378571548897
786,26.24923380232798,26.248449134611576,26.247855388606297,26.209601348620083,25.530482265777493,25.494074460281638
788,26.249327423907232,26.248550589455647,26.247954569111755,26.209717296779957,25.530527714073003,25.49436077693923
790,26.249420118534715,26.24865103409337,26.248052764644456,26.209832101175436,25.53057270879782,25.494644685086257
792,26.24951191790143,26.24875048462542,26.248149991344974,26.209945834886355,25.530617237202193,25.494926200779616
794,26.249602815458218,26.24884894823316,26.24824625588286,26.210058464330416,25.53066131709096,25.495205345877423
796,26.24969282128751,26.24894643579438,26.248341568876924,26.210170002683242,25.53070495267599,25.495482139446665
798,26.249781945348843,26.249042958029975,26.248435940796696,26.21028046303087,25.53074814805649,25.49575660038721
800,26.2498701974784,26.249138525505657,26.248529381962783,26.210389858370547,25.53079090721843,25.496028747431012
802,26.249957587389588,26.249233148630708,26.248621902547086,26.210498201611188,25.530833234035583,25.49629859914222
804,26.250044124672115,26.24932683765877,26.248713512572465,26.21060550557212,25.530875132268477,25.496566173918097
806,26.2501298187928,26.24941960268694,26.248804221913076,26.21071178298422,25.530916605565324,25.49683148998787
808,26.25021467909511,26.24951145365702,26.248894040293806,26.210817046489467,25.5309576574611,25.497094565413647
810,26.250298714799726,26.24960240035415,26.248982977290837,26.21092130864048,25.530998291378694,25.497355418089853
812,26.2503819350041,26.249692452407714,26.249071042331877,26.21102458190154,25.53103851062764,25.49761406574345
814,26.250464348681874,26.249781619291582,26.24915824469457,26.21112687864769,25.53107831840481,25.497870525933592
816,26.250545964684477,26.249869910322957,26.249244593509218,26.211228211165405,25.53111771779487,25.498124816052552
818,26.250626791739762,26.24995733466318,26.24933009775583,26.21132859165192,25.531156711769256,25.49837695332434
820,26.250706832107937,26.250043900151752,26.249414764322694,26.211428005282585,25.531195317370646,25.498626956755118
822,26.25078603811818,26.25012960531666,26.249498584687842,26.211526225687123,25.531233662893158,25.498874860486183
824,26.250864463513437,26.250214467193757,26.249581581290443,26.211623457471603,25.531271649497683,25.4991206672957
826,26.25094211463164,26.250298493971457,26.249663761934187,26.211719704423842,25.531309283946428,25.49936439432082
828,26.251018997602102,26.250381693667066,26.24974513424803,26.21181496987805,25.53134657308084,25.499606058557504
830,26.251095118344494,26.250464074125773,26.249825705684827,26.211909256715728,25.531383523821603,25.49984567686073
832,26.25117048257033,26.250545643020757,26.24990548352281,26.212002567365005,25.531420143167622,25.500083265944056
834,26.251245095781485,26.250626407854327,26.249984474865357,26.21209490380096,25.53145643819829,25.50031884238018
836,26.25131896327167,26.250706375955872,26.25006268663975,26.212186267545405,25.531492416070762,25.50055242260038
838,26.251392090124625,26.25078555448391,26.250140125598875,26.212276659667225,25.531528084022,25.500784022894948
840,26.25146448121592,26.25086395042473,26.25021679831997,26.212366080781692,25.531563449367752,25.50101365941299
842,26.251536141212057,26.250941570593056,26.250292711205418,26.212454531051833,25.53159851950312,25.501241348162523
844,26.251607074570018,26.251018421631727,26.250367870481966,26.21254201018627,25.531633301902104,25.501467105010022
846,26.251677285538733,26.251094510011797,26.250442282201618,26.21262851744183,25.53166780411783,25.501690945681446
848,26.251746778157383,26.25116984203288,26.250515952241074,26.212714051621163,25.531702033782437,25.501912885761215
850,26.251815591403385,26.251244436380432,26.250588901247795,26.212798750881745,25.5317359364023,25.502132943397726
852,26.251883869275332,26.25131834916823,26.250661194442785,26.21288317151169,25.53176927132182,25.502351144698025
854,26.25195148956078,26.25139154129357,26.250732783755495,26.212966811243803,25.531802268747185,25.502567495153983
856,26.252018460653915,26.25146402022318,26.25080367656932,26.213049687713863,25.531834927441935,25.502782010184603
858,26.25208479095471,26.251535793329083,26.25087388018318,26.213131818962836,25.531867245865726,25.502994705084745
860,26.252150488870882,26.25160686788894,26.250943401813572,26.213213223435844,25.531899222176037,25.503205595024895
862,26.25221556281616,26.25167725108537,26.251012248592872,26.213293919983414,25.53193085422771,25.503414695050253
864,26.252280021211448,26.251746950006066,26.251080427570344,26.213373927861028,25.53196213957284,25.503622020082446
866,26.252343872484232,26.251815971644703,26.251147945711352,26.21345326672855,25.53199307546066,25.5038275849177
868,26.252407125068373,26.25188432289991,26.251214809898613,26.213531956651025,25.532023658838227,25.504031404227987
870,26.252469787405232,26.25195201057528,26.251281026930258,26.213610018098223,25.532053886349388,25.5042334925609
872,26.252531867942423,26.25201904138038,26.251346603521654,26.213687471944752,25.5320837543357,25.504433864339433
874,26.25259337513438,26.252085421929394,26.251411546305064,26.213764339470174,25.53211325883575,25.50463253386164
876,26.25265431744191,26.25215115874238,26.251475861828396,26.21384064235889,25.53214239558605,25.504829515301424
878,26.25271470333331,26.25221625824446,26.251539556556338,26.21391640269991,25.532171160019686,25.50502482270832
880,26.252774521085087,26.252280738154298,26.25160264739185,26.2139914387987,25.532199646191145,25.505218462080336
882,26.252833735337788,26.25234462942757,26.251665163469227,26.214065330349683,25.532228063647892,25.505410430012887
884,26.252892398875645,26.25240791322875,26.25172708792917,26.21413854846304,25.53225618996663,25.50560075756499
886,26.252950518150385,26.25247059675604,26.251788427966915,26.214211096194674,25.53228402937549,25.505789457485946
888,26.25300809953643,26.252532687161022,26.251849190738028,26.214282976150855,25.532311586214234,25.505976542367137
890,26.25306514932987,26.252594191547757,26.251909383359077,26.2143541904872,25.53233886493439,25.506162024642833
892,26.253121673749035,26.25265511697347,26.25196901290684,26.214424740909124,25.532365870099113,25.506345916588828
894,26.25317767893449,26.252715470448322,26.25202808641876,26.214494628671503,25.532392606383212,25.506528230323227
896,26.25323317094893,26.25277525893563,26.252086610893173,26.214563854578785,25.53241907857324,25.506708977807023
898,26.253288155777284,26.252834489351528,26.252144593288733,26.21463241898556,25.53244529156717,25.50688817084273
900,26.253342639326263,26.25289316856555,26.252202040524764,26.21470032179542,25.53247125037484,25.507065821075514
902,26.25339662742516,26.25295130339947,26.252258959481026,26.2147675624621,25.532496960117953,25.50724193999264
904,26.253450125825168,26.253008900628913,26.25231535699828,26.214834139988795,25.532522426029402,25.507416538923678
906,26.253503140199484,26.253065966981865,26.252371239877732,26.214900052928044,25.532547653453946,25.507589629040638
908,26.25355567614389,26.253122509139814,26.25242661488079,26.214965299382413,25.532572647847985,25.507761221357043
910,26.253607713964755,26.25317851754761,26.252481466889037,26.215029964750045,25.532597403474995,25.50793137353736
912,26.253659228581967,26.25323397919368,26.252535776145066,26.215094152455038,25.532621912329716,25.508100152944337
914,26.25371026231386,26.25328892435033,26.252589581308996,26.215157730623503,25.532646196774806,25.50826750150378
916,26.25376081851249,26.253343358269888,26.252642887310515,26.215220702283034,25.53267026184659,25.508433433186894
918,26.253810900371093,26.25339728610612,26.252695698970967,26.21528307028865,25.532694112657566,25.508597961955445
920,26.253860510926017,26.253450712914912,26.252748021003242,26.21534483732188,25.532717754396174,25.508761101761536
922,26.253909653055928,26.253503643653914,26.252799858011656,26.21540600589225,25.532741192326114,25.50892286654704
924,26.25395832948169,26.253556083182332,26.252851214492182,26.215466578335906,25.53276443178794,25.50908327024473
926,26.254006542766604,26.253608036261483,26.25290209483211,26.215526556816542,25.532787478197235,25.50924232677727
928,26.254054295316735,26.25365950755412,26.25295250331027,26.21558594332504,25.532810337045987,25.509400050057877
930,26.254101589380014,26.253710501624994,26.25300244409715,26.21564473967925,25.53283301390212,25.509556453990115
932,26.254148427046914,26.253761022940978,26.25305192125444,26.215702947524335,25.532855514409164,25.50971155246765
934,26.25419481025068,26.253811075870146,26.25310093873594,26.21576056833277,25.532877844286475,25.509865359374828
936,26.254240740766306,26.25386066468235,26.253149500386314,26.215817603403877,25.532900009329808,25.510017888585537
938,26.25428622021178,26.25390979355012,26.253197609942106,26.21587405386441,25.532922015410406,25.510169153965023
940,26.254331296934367,26.253958464862706,26.253245273042978,26.21593002474532,25.532943786725752,25.510319083463685
942,26.25437600121478,26.2540066815547,26.25329249445116,26.215985581150505,25.53296527877518,25.510467637834893
944,26.254420286514176,26.254054449216312,26.253339275532483,26.216040617844726,25.53298658079501,25.510614918277327
946,26.254464156706433,26.2541017715227,26.2533856197129,26.216095141669996,25.53300769392837,25.510760933328754
948,26.254507615625982,26.254148652047263,26.25343153031548,26.21614915955928,25.533028619186382,25.510905691300025
950,26.25455066706894,26.254195094259842,26.253477010559948,26.216202678536263,25.533049357450125,25.511049200274385
952,26.25459331479152,26.25424110152909,26.25352206356223,26.216255705714786,25.533069909468907,25.511191468108848
954,26.254635562512078,26.254286677120206,26.25356669233514,26.216308248299526,25.533090275861525,25.51133250243271
956,26.254677413909064,26.254331824196413,26.25361089978793,26.21636031358622,25.533110457115697,25.511472310648003
958,26.254718872622732,26.254376545818047,26.253654688726726,26.216411908960197,25.533130453587717,25.511610899930076
960,26.25475994225411,26.25442084494358,26.253698061853868,26.216463041898407,25.533150265503366,25.511748277226786
962,26.25480062636524,26.2544647244286,26.253741021768917,26.216513719967963,25.533169892957233,25.511884449259526
964,26.25484092847927,26.254508187026147,26.253783570967414,26.21656395082647,25.533189335912937,25.512019422521746
966,26.254880852080362,26.25455123538717,26.253825711841557,26.21661374222259,25.533208594203018,25.512153203280207
968,26.254920400614026,26.254593872059843,26.25386744668066,26.216663101995152,25.533227667528934,25.512285797574634
970,26.254959588262352,26.254636121171927,26.25390880431047,26.21671198149471,25.533246575324313,25.51241728277813
972,26.254998421294147,26.2546779909041,26.253949793985214,26.216760373508635,25.533265322376394,25.512547683742184
974,26.25503689576118,26.254719468856194,26.253990399694487,26.216808324354645,25.533283894580507,25.512676957501924
976,26.255075015803925,26.254760558878445,26.25403062541733,26.21685583776599,25.53330229268289,25.51280511483941
978,26.255112785584686,26.254801264842,26.254070475180185,26.216902917246614,25.533320517411255,25.512932166714847
980,26.25515020929032,26.254841590640865,26.25410995306123,26.216949566061828,25.533338569477166,25.51305812427705
982,26.255187291132586,26.2548815401978,26.254149063195257,26.216995787227745,25.53335644958139,25.513182998878904
984,26.255224035351205,26.254921117466267,26.25418780977799,26.217041583501725,25.533374158415597,25.51330680208622
986,26.255260446215686,26.254960326435196,26.25422619707109,26.21708695737283,25.533391696667024,25.513429545693555
988,26.255296528026236,26.25499917113251,26.254264229406374,26.217131911050558,25.533409065021544,25.513551241734547
990,26.25533228511705,26.255037655628882,26.254301911191362,26.217176446457017,25.533426264166735,25.513671902495673
992,26.255367721857,26.25507578404148,26.25433924691282,26.2172205652152,25.53344329479586,25.513791540527848
994,26.25540284265213,26.255113560538405,26.254376241142097,26.217264268640577,25.5334601576115,25.51391016865938
996,26.25543765194749,26.255150989340848,26.25441289853933,26.21730755772961,25.533476853328295,25.514027800008932
998,26.2554721542287,26.25518807472912,26.254449223858558,26.217350433151807,25.53349338267691,25.514144447996443
1000,26.25550631873415,26.25522481386605,26.25448520448566,26.217392947062365,25.533509774045513,25.514260047321443
1000,26.25550631873415,26.25522481386605,26.25448520448566,26.217392947062365,25.533509774045513,25.514260047321443
