"time","tank1.medium.T_degC","tank2.medium.T_degC","tank3.medium.T_degC","tank4.medium.T_degC","T_pumpB_out.T"
656,26.244329193161263,26.242389123104942,25.463956064597653,25.0005647425308,25.822240816234057
658,26.244455457166907,26.242528601935703,25.464024094124568,25.000561552314423,25.822308847139084
660,26.244579877535273,26.242666043544148,25.464091130522036,25.000558407595065,25.822375884894427
662,26.244702447348743,26.242801441820745,25.46415716945006,25.000555309813592,25.82244192516066
664,26.244823218216368,26.242934852569476,25.46422223892779,25.00055225651721,25.82250699595687
666,26.244942215956883,26.2430663042839,25.46428635269973,25.00054924693444,25.822571111028424
668,26.245059465954625,26.243195824977363,25.464349524257784,25.00054628029983,25.82263428386699
670,26.245174993163175,26.243323442189023,25.464411766842716,25.000543355852813,25.8226965277139
672,26.245288822110467,26.243449182988513,25.464473093446202,25.000540472838168,25.82275785556135
674,26.24540097690209,26.243573073980258,25.46453351681197,25.000537630504994,25.82281828015323
676,26.245511481226288,26.24369514130882,25.46459304943795,25.00053482810739,25.822877813987645
678,26.245620358358053,26.243815410664467,25.464651703577204,25.000532064904235,25.822936469317824
680,26.24572763116356,26.243933907286703,25.46470949123949,25.000529340158607,25.82299425815421
682,26.24583332210392,26.244050655969943,25.464766424193442,25.000526653137797,25.823051192265666
684,26.245937481291037,26.24416571351179,25.464822534196685,25.000524010142897,25.82310730340953
686,26.246040124474632,26.2442790970004,25.464877828520173,25.000521409166424,25.82316259885664
688,26.24614126416526,26.24439081979716,25.464932312060512,25.000518847422825,25.82321708350429
690,26.246240922696472,26.24450090664601,25.464985996833718,25.00051632468177,25.823270769369174
692,26.246339122046436,26.24460938190458,25.465038894667316,25.00051384074385,25.823323668278704
694,26.246435883838842,26.24471626954329,25.46509101720045,25.000511395440128,25.823375791872195
696,26.246531229342793,26.244821593145787,25.465142375883772,25.000508988631793,25.823427151600754
698,26.24662517947189,26.24492537590919,25.465192981979442,25.00050662021141,25.823477758726483
700,26.24671775478538,26.2450276406434,25.465242846561125,25.000504290101105,25.823527624323447
702,26.24680897548734,26.245128409772008,25.465291980513882,25.000501998254265,25.82357675927699
704,26.246898861698526,26.2452277054594,25.465340394968905,25.000499743550733,25.82362517471836
706,26.246987436448705,26.245325551021722,25.465388106094395,25.000497511621973,25.823672886815643
708,26.24707471640926,26.245421966558467,25.46543512025852,25.000495312553824,25.82371990193741
710,26.247160720553495,26.245516973034853,25.46548144789432,25.000493145655867,25.823766230516753
712,26.247245467509913,26.24561059103354,25.465527099262147,25.00049101022563,25.823811882814482
714,26.24732897556254,26.24570284075577,25.46557208445148,25.00048890554848,25.823856868920075
716,26.247411262651724,26.24579374202102,25.465616413379678,25.00048683089841,25.82390119875072
718,26.247492346372326,26.245883314266678,25.465660095791975,25.000484785537026,25.82394488205233
720,26.247572243975412,26.245971576548015,25.465703141262395,25.00048276871479,25.82398792839888
722,26.247650972367694,26.246058547538894,25.465745559192726,25.00048077966943,25.824030347192092
724,26.247728551779744,26.24614424905559,25.46578735770828,25.000478820038836,25.824072146558137
726,26.24780500020489,26.246228700713175,25.4658285453325,25.000476890205448,25.824113335021025
728,26.247880331092517,26.246311917711466,25.465869131682382,25.00047498777741,25.82415392219741
730,26.24795456041187,26.24639391761997,25.465909125339806,25.000473112235397,25.824193916668946
732,26.248027703814103,26.246474717650983,25.465948534707252,25.00047126306464,25.82423332683868
734,26.24809977663125,26.24655433465938,25.46598736800803,25.000469439755477,25.824272160929922
736,26.248170793875886,26.246632785142936,25.466025633285597,25.0004676418028,25.82431042698647
738,26.24824077024192,26.246710085241205,25.46606333840424,25.000465868706726,25.82434813287273
740,26.248309720104373,26.24678625073699,25.46610049104862,25.000464119971696,25.824385286273582
742,26.248377657519256,26.24686129705566,25.466137098724346,25.000462395107377,25.824421894694524
744,26.24844461102333,26.246935257546454,25.466173176064615,25.00046069917454,25.824457972769096
746,26.248510585581073,26.247008136477405,25.466208726041884,25.00045902852429,25.82449352347021
748,26.248575594644706,26.24707994863769,25.466243755797734,25.00045738281318,25.824528553939047
750,26.248639651972155,26.24715070923054,25.466278272602437,25.00045576193662,25.82456307144639
752,26.248702771059072,26.24722043317246,25.466312283575064,25.00045416581628,25.824597083111428
754,26.248764965140538,26.247289135093467,25.466345795683935,25.000452594400087,25.824630595902647
756,26.248826247189015,26.24735682933698,25.4663788157456,25.00045104766258,25.824663616636485
758,26.248886629915376,26.247423529959462,25.4664113504262,25.000449525603983,25.82469615197948
760,26.24894612576935,26.247489250730894,25.46644340623999,25.000448028251583,25.824728208446174
762,26.249004751408336,26.247554010235092,25.46647499257182,25.000446552546634,25.824759795421016
764,26.249062524262115,26.247617827948886,25.466506119353824,25.00044509473679,25.824790922836428
766,26.249119451070158,26.24768071116256,25.46653678931858,25.000443658357028,25.824821593425327
768,26.24917554401685,26.247742673391542,25.46656700890452,25.000442242994893,25.824851813625912
770,26.24923081507319,26.24780372791969,25.466596784431033,25.00044084823122,25.824881589758093
772,26.249285275996556,26.247863887798587,25.466626122099626,25.0004394736398,25.824910928023087
774,26.249338938330595,26.247923165848817,25.466655027992772,25.000438118786803,25.824939834503994
776,26.24939181340568,26.247981574658922,25.466683508074368,25.00043678323135,25.8249683151642
778,26.249443912338677,26.248039126585525,25.466711568190078,25.000435466525175,25.824996375849764
780,26.249495246032723,26.248095833753894,25.46673921406608,25.000434168213303,25.82502402228704
782,26.24954583214793,26.248151714501603,25.4667664599628,25.00043289011859,25.825051268737298
784,26.249595678507546,26.24820677803808,25.466793308077115,25.00043163090146,25.82507811739731
786,26.249644794726976,26.248261035194503,25.466819762976172,25.00043038987286,25.82510457283388
788,26.249693191402287,26.24831449767504,25.466845830591467,25.000429166728225,25.82513064097907
790,26.24974087894924,26.248367176982413,25.466871516776507,25.000427961166167,25.825156327686045
792,26.249787867602265,26.248419084418003,25.466896827307153,25.000426772889057,25.82518163873135
794,26.249834167415713,26.248470231081626,25.466921767881274,25.000425601603126,25.82520657981263
796,26.249879788262717,26.248520627872097,25.466946344118526,25.000424447017565,25.825231156549876
798,26.249924739836217,26.24857028548655,25.466970561561254,25.000423308845768,25.82525537448538
800,26.249969032991714,26.24861921583141,25.466994424910865,25.00042218721768,25.825279238320945
802,26.250012680582188,26.248667432898912,25.467017937556477,25.000421082936953,25.825302751444838
804,26.250055689110752,26.2487149440023,25.46704110630816,25.000419994912875,25.825325920667638
806,26.25009806789427,26.248761759398064,25.467063936199168,25.000418922979577,25.825348751023057
808,26.2501398260909,26.24880788916363,25.467086432173062,25.00041786698131,25.825371247454882
810,26.25018097269873,26.248853343197823,25.467108599083474,25.00041682677255,25.825393414816403
812,26.2502215165577,26.24889813122053,25.467130441693428,25.00041580221813,25.825415257870418
814,26.25026146634815,26.248942262773028,25.467151964675907,25.00041479319276,25.82543678129099
816,26.25030083059079,26.248985747217887,25.46717317261431,25.000413799581622,25.825457989660777
818,26.250339617647967,26.24902859373873,25.4671940700012,25.00041282127978,25.82547888747274
820,26.250377822910252,26.249070797963725,25.467214653291478,25.000411856628546,25.8254994711819
822,26.25041545993264,26.24911237468308,25.467234930072266,25.000410905720457,25.825519748375257
824,26.25045254220862,26.24915333853056,25.467254907956715,25.00040996886122,25.82553972666642
826,26.250489078396242,26.249193699064733,25.467274591576654,25.000409045827894,25.82555941068688
828,26.25052507715401,26.249233465843815,25.467293985563913,25.000408136397766,25.825578805068744
830,26.25056054713974,26.249272648426142,25.467313094549866,25.000407240347897,25.825597914443563
832,26.250595497012057,26.249311256370277,25.467331923166682,25.00040635745603,25.825616743443447
834,26.25062993542889,26.24934929923478,25.467350476045965,25.000405487499222,25.82563529670017
836,26.25066387104863,26.249386786577645,25.4673687578192,25.00040463025465,25.825653578845447
838,26.250697312529326,26.24942372795755,25.467386773118562,25.000403785499714,25.82567159451139
840,26.250730268529253,26.24946013293294,25.46740452657542,25.000402953011587,25.825689348329547
842,26.250762747706574,26.24949601106215,25.46742202282195,25.0004021325679,25.82570684493197
844,26.25079473628631,26.249531347299865,25.467439254924614,25.00040132449061,25.825724077385303
846,26.25082622628321,26.249566132950974,25.467456218935638,25.000400528961848,25.825741041741367
848,26.250857251307195,26.2496004049396,25.467472932349608,25.000399745152265,25.825757755495374
850,26.250887818913213,26.24963417161422,25.467489399229464,25.00039897286632,25.825774222710265
852,26.250917936656435,26.249667441323425,25.467505623638488,25.00039821190768,25.825790447449265
854,26.250947612092034,26.249700222415584,25.467521609639505,25.000397462080798,25.825806433775483
856,26.250976852774613,26.249732523239288,25.467537361295797,25.000396723189453,25.825822185752145
858,26.251005666259232,26.249764352142904,25.46755288267019,25.00039599503799,25.82583770744202
860,26.251034060101404,26.249795717475138,25.46756817782574,25.0003952774303,25.825853002908843
862,26.251062041855732,26.249826627584127,25.4675832508255,25.000394570170613,25.82586807621516
864,26.25108961907739,26.24985709081892,25.467598105732748,25.000393873063047,25.825882931424076
866,26.251116799321323,26.249887115527656,25.4676127466102,25.000393185911605,25.825897572599274
868,26.251143582481006,26.249916701615973,25.467627173505832,25.000392508747893,25.82591199978799
870,26.25116993408784,26.249945811125883,25.46764136846008,25.000391842625106,25.82592619503089
872,26.2511958982206,26.24997449265203,25.467655354676083,25.000391186261425,25.825940181531223
874,26.251221481454365,26.250002753463207,25.467669135703943,25.00039053949064,25.825953962839378
876,26.25124669036444,26.250030600828325,25.467682715092735,25.00038990214574,25.82596754250426
878,26.251271531525447,26.250058042015837,25.467696096392217,25.000389274059728,25.82598092407585
880,26.25129601151292,26.25008508429454,25.46770928315169,25.000388655066274,25.82599411110334
882,26.251320136901825,26.250111734933114,25.467722278920576,25.00038804499826,25.826007107136718
884,26.251343914267352,26.250138001200128,25.46773508724874,25.000387443688908,25.826019915725055
886,26.251367350184353,26.250163890364377,25.467747711685263,25.000386850971665,25.826032540418396
888,26.25139045122802,26.25018940969443,25.467760155779786,25.000386266679413,25.8260449847661
890,26.25141322397377,26.250214566459192,25.467772423082067,25.000385690645714,25.82605725231781
892,26.25143567499623,26.250239367927122,25.46778451714141,25.000385122703335,25.826069346623
894,26.251457753856982,26.25026375810495,25.467796410522567,25.000384564336684,25.826081240246083
896,26.251479501491474,26.25028778238726,25.467808125448585,25.000384014384224,25.826092955410218
898,26.251500930574878,26.250311454811538,25.467819668784216,25.00038347250228,25.826104498980442
900,26.25152204651266,26.250334781348613,25.467831043443255,25.00038293855772,25.826115873870663
902,26.251542854710408,26.250357767969206,25.467842252339494,25.000382412417878,25.826127082994446
904,26.251563360573584,26.250380420644603,25.467853298386956,25.000381893949964,25.826138129266383
906,26.25158356950766,26.250402745344957,25.467864184499206,25.000381383020738,25.826149015599867
908,26.251603486917986,26.25042474804212,25.467874913590492,25.000380879497413,25.82615974490909
910,26.251623118210148,26.250446434706134,25.46788548857438,25.000380383247204,25.826170320107508
912,26.251642468789726,26.250467811308397,25.46789591236478,25.00037989413687,25.826180744109706
914,26.25166154406196,26.250488883819514,25.4679061878756,25.000379412033965,25.826191019829253
916,26.25168034943266,26.250509658210547,25.46791631802074,25.000378936805134,25.826201150180054
918,26.25169886174905,26.25053010876303,25.46792629031853,25.00037846899403,25.82621112268032
920,26.25171708640613,26.25055024143552,25.467936107676508,25.000378008468203,25.82622094023759
922,26.251735045061253,26.250570080233445,25.467945781770652,25.000377554709587,25.8262306145283
924,26.251752742232668,26.250589630142542,25.46795531503591,25.00037710760631,25.82624014798722
926,26.25177018243761,26.25060889614889,25.467964709907903,25.000376667046396,25.82624954304987
928,26.251787370194336,26.25062788323811,25.46797396882181,25.0003762329182,25.826258802151756
930,26.251804310020304,26.250646596396166,25.467983094212798,25.000375805109627,25.826267927728168
932,26.25182100643343,26.250665040608794,25.46799208851627,25.00037538350881,25.826276922214277
934,26.25183746395129,26.25068322086196,25.468000954167394,25.00037496800377,25.826285788045652
936,26.25185368709191,26.25070114214128,25.468009693601687,25.00037455848286,25.82629452765741
938,26.251869680372863,26.2507188094325,25.46801830925432,25.000374154833878,25.826303143485006
940,26.25188544831218,26.250736227721802,25.468026803560576,25.00037375694518,25.82631163796384
942,26.251900986870453,26.250753392595982,25.46803517433358,25.000373364864856,25.82632000890692
944,26.251916285318032,26.25077029229311,25.468043415773025,25.000372978766507,25.826328250513768
946,26.251931362903576,26.25078694797918,25.468051538270686,25.00037259826223,25.826336373176332
948,26.251946223021093,26.250803363406078,25.468059543654988,25.000372223261422,25.826344378723206
950,26.251960869009224,26.250819542264196,25.46806743372457,25.000371853674267,25.826352268953087
952,26.251975304151472,26.250835488183213,25.468075210247605,25.00037148941186,25.826360045634146
954,26.251989531675065,26.250851204732328,25.468082874962477,25.000371130386554,25.82636771050477
956,26.252003554752207,26.250866695419006,25.4680904295779,25.000370776511375,25.82637526527344
958,26.252017376499396,26.25088196368978,25.46809787577189,25.000370427701057,25.82638271161875
960,26.25203099997799,26.25089701293092,25.46810521519336,25.000370083870678,25.826390051189207
962,26.252044428193187,26.250911846466863,25.468112449460307,25.00036974493679,25.826397285603093
964,26.25205766409516,26.250926467561328,25.4681195801615,25.000369410816745,25.826404416449122
966,26.252070710578266,26.250940879417556,25.468126608855357,25.0003690814288,25.826411445285544
968,26.25208357048149,26.25095508517694,25.468133537070173,25.000368756693035,25.826418373641104
970,26.25209624658845,26.250969087920623,25.46814036630468,25.000368436529527,25.826425203014082
972,26.252108741626728,26.25098289066824,25.468147098027146,25.000368120859946,25.826431934873142
974,26.252121058269097,26.250996496378605,25.46815373367616,25.0003678096071,25.826438570656876
976,26.252133199131947,26.251009907949822,25.46816027466008,25.0003675026947,25.826445111773523
978,26.25214516677687,26.25102312821872,25.468166722357694,25.000367200046924,25.826451559601878
980,26.252156963709524,26.25103615996096,25.468173078117445,25.000366901590326,25.826457915490323
982,26.252168592380542,26.25104900589173,25.468179343257646,25.000366607251124,25.82646418075751
984,26.25218005518417,26.251061668664704,25.468185519066935,25.000366316957354,25.826470356692198
986,26.25219135445974,26.251074150872967,25.468191606804055,25.000366030637963,25.82647644455244
988,26.25220249249145,26.251086455048323,25.468197607697277,25.000365748222578,25.826482445567194
990,26.252213471506764,26.251098583661758,25.468203522945316,25.000365469642304,25.82648836093506
992,26.252224293182792,26.251110538000205,25.46820935345471,25.00036519572228,25.826494191562517
994,26.25223495987501,26.251122320953243,25.468215100490113,25.000364925965698,25.826499938714733
996,26.252245473778146,26.25113393510975,25.468220765230456,25.000364660066737,25.8265056035699
998,26.252255836888764,26.251145382674906,25.46822634874917,25.00036439797833,25.82651118720179
1000,26.252266051147046,26.251156665791598,25.468231852089332,25.000364139655233,25.826516690653648
1000,26.252266051147046,26.251156665791598,25.468231852089332,25.000364139655233,25.826516690653648
